Id,Label,io,iob,year,field,field2,type,polygon_field,color_field,polygon_io,color_io,color_io2,polygon
530,UN1974Res3280,UN,UNGA,1974,General,Discrimination,Res,,#2ca02c,,#1f77b4,#1144a3,0
531,UN1974Res3281XXIX,UN,UNGA,1974,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#1144a3,0
532,UN1975DecDisabled,UN,UNGA,1975,Discrimination,Disab,Decl,6,#d62728,,#1f77b4,#1144a3,0
533,UN1975DecProtTorture,UN,UNGA,1975,Civil,PhysInt,Decl,4,#1f77b4,,#1f77b4,#1144a3,0
534,UN1975DecUseScience,UN,UNGA,1975,Civil,Bio,Decl,4,#1f77b4,,#1f77b4,#1144a3,0
535,UN1975Res3362SVII,UN,UNGA,1975,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
536,UN1975Res3411EXXX,UN,UNGA,1975,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
537,UN1975ResPrevDisab,UN,EcoSoc,1975,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#b7ed57,0
538,UN1976Res31169,UN,UNGA,1976,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
539,UN1976Res316F,UN,UNGA,1976,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
540,UN1976VancouvDeclHumSettl,UN,COP,1976,EcoSoc,Living,Decl,5,#ff7f0e,,#1f77b4,#109917,0
541,UN1977APMardelPlata,UN,COP,1977,NonHR,NonHR-Development,Prot,,#c7c7c7,,#1f77b4,#109917,0
542,UN1977GenRecCERD5,UN,CERD,1977,Institution,Race,GenRec,,#9467bd,,#1f77b4,#bcf8c3,3
543,UN1977Res2076LXII,UN,UNGA,1977,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
544,UN1977Res32105M,UN,UNGA,1977,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
545,UN1977Res32109,UN,UNGA,1977,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
546,UN1977Res32123,UN,UNGA,1977,Institution,Institution,Res,,#9467bd,,#1f77b4,#1144a3,0
547,UN1977Res32130,UN,UNGA,1977,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
548,UN1977Res32197,UN,UNGA,1977,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
549,UN1977Res3259,UN,UNGA,1977,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
550,UN1977Res3260,UN,UNGA,1977,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
551,UN1978HRCres20XXXIV,UN,HRC,1978,Discrimination,Children,Res,6,#d62728,,#1f77b4,#7edff1,0
552,UN1978Res33104,UN,UNGA,1978,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
553,UN1978Res33135,UN,UNGA,1978,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
554,UN1978Res33166,UN,UNGA,1978,Discrimination,Children,Res,6,#d62728,,#1f77b4,#1144a3,0
555,UN1978Res33177,UN,UNGA,1978,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
556,UN1978Res3346,UN,UNGA,1978,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
557,UN1979CEDAW,UN,COP,1979,Discrimination,Women,Conv,6,#d62728,,#1f77b4,#109917,0
558,UN1979CodeCondLaw,UN,UNGA,1979,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
559,UN1979Res34172,UN,UNGA,1979,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
560,UN1979Res34180,UN,UNGA,1979,Discrimination,Women,Res,6,#d62728,,#1f77b4,#1144a3,0
561,UN1979Res3446,UN,UNGA,1979,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
562,UN1979Res3449,UN,UNGA,1979,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
563,UN1980HRCres5XXXVI,UN,HRC,1980,Community,SelfDet,Res,7,#8c564b,,#1f77b4,#7edff1,0
564,UN1980Res35171,UN,UNGA,1980,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
565,UN1980Res35198,UN,UNGA,1980,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
566,UN1980Res3556,UN,UNGA,1980,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
567,UN1981DeclElimIntolBelief,UN,UNGA,1981,Discrimination,Rel,Decl,6,#d62728,,#1f77b4,#1144a3,0
568,UN1981GenComCCPR1,UN,CCPR,1981,Institution,,GenCom,,#9467bd,,#1f77b4,#2a2a24,3
569,UN1981GenComCCPR2,UN,CCPR,1981,Institution,,GenCom,,#9467bd,,#1f77b4,#2a2a24,3
570,UN1981GenComCCPR3,UN,CCPR,1981,Political,,GenCom,3,#e377c2,,#1f77b4,#2a2a24,3
571,UN1981GenComCCPR4,UN,CCPR,1981,Discrimination,,GenCom,6,#d62728,,#1f77b4,#2a2a24,3
572,UN1981GenComCCPR5,UN,CCPR,1981,Political,,GenCom,3,#e377c2,,#1f77b4,#2a2a24,3
573,UN1981Res36103,UN,UNGA,1981,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
574,UN1981Res36134,UN,UNGA,1981,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
575,UN1981Res36160,UN,UNGA,1981,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
576,UN1981Res3621,UN,UNGA,1981,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
577,UN1982GenComCCPR6,UN,CCPR,1982,Political,,GenCom,3,#e377c2,,#1f77b4,#2a2a24,3
578,UN1982GenComCCPR7,UN,CCPR,1982,Civil,,GenCom,4,#1f77b4,,#1f77b4,#2a2a24,3
579,UN1982GenComCCPR8,UN,CCPR,1982,Political,,GenCom,3,#e377c2,,#1f77b4,#2a2a24,3
580,UN1982GenComCCPR9,UN,CCPR,1982,Civil,JustSys,GenCom,4,#1f77b4,,#1f77b4,#2a2a24,3
581,UN1982GenRecCERD6,UN,CERD,1982,Institution,Race,GenCom,,#9467bd,,#1f77b4,#bcf8c3,3
582,UN1982PrincMedEthics,UN,UNGA,1982,Civil,,Princ,4,#1f77b4,,#1f77b4,#1144a3,0
583,UN1982Res37170,UN,UNGA,1982,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
584,UN1982Res3741,UN,UNGA,1982,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
585,UN1982Res3751,UN,UNGA,1982,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
586,UN1982WorldProgDisab,UN,UNGA,1982,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#1144a3,0
587,UN1982intPlanofActionAging,UN,COP,1982,Discrimination,Elderly,Decl,6,#d62728,,#1f77b4,#109917,0
588,UN1983GenComCCPR10,UN,CCPR,1983,Political,,GenCom,3,#e377c2,,#1f77b4,#2a2a24,3
589,UN1983GenComCCPR11,UN,CCPR,1983,Political,,GenCom,3,#e377c2,,#1f77b4,#2a2a24,3
590,UN1983Res38123,UN,UNGA,1983,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
591,UN1983Res3814,UN,UNGA,1983,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
592,UN1983Res3886,UN,UNGA,1983,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
593,UN1984ConvTorture,UN,UNGA,1984,Civil,PhysInt,Conv,4,#1f77b4,,#1f77b4,#1144a3,0
594,UN1984DecRightPeace,UN,UNGA,1984,Political,,Decl,3,#e377c2,,#1f77b4,#1144a3,0
595,UN1984GenComCCPR12,UN,CCPR,1984,Community,SelfDet,GenCom,7,#8c564b,,#1f77b4,#2a2a24,3
596,UN1984GenComCCPR13,UN,CCPR,1984,Civil,,GenCom,4,#1f77b4,,#1f77b4,#2a2a24,3
597,UN1984GenComCCPR14,UN,CCPR,1984,General,,GenCom,,#2ca02c,,#1f77b4,#2a2a24,3
598,UN1984ProcedStandMinRulesPris,UN,UNGA,1984,Civil,,Guide,4,#1f77b4,,#1f77b4,#1144a3,0
599,UN1984Res39102,UN,UNGA,1984,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
600,UN1984Res39112,UN,UNGA,1984,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
601,UN1984Res39118,UN,UNGA,1984,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
602,UN1984Res39144,UN,UNGA,1984,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
603,UN1984Res3916,UN,UNGA,1984,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
604,UN1984Res3972,UN,UNGA,1984,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
605,UN1985ConvAparthSport,UN,UNGA,1985,Discrimination,Race,Conv,6,#d62728,,#1f77b4,#1144a3,0
606,UN1985DecHRIndiv,UN,UNGA,1985,Political,Migrate,Decl,3,#e377c2,,#1f77b4,#1144a3,0
607,UN1985DeclBasePrincJust,UN,UNGA,1985,Civil,JustSys,Decl,4,#1f77b4,,#1f77b4,#1144a3,0
608,UN1985GenRecCERD7,UN,CERD,1985,Discrimination,Race,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
609,UN1985NairobiStratWomen,UN,WC,1985,General,Women,Strategy,,#2ca02c,,#1f77b4,#d62728,0
610,UN1985PrincIndepJud,UN,UNGA,1985,Civil,,Princ,4,#1f77b4,,#1f77b4,#1144a3,0
611,UN1985Res40123,UN,UNGA,1985,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
612,UN1985Res40130,UN,UNGA,1985,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
613,UN1985Res40144,UN,UNGA,1985,Political,Migrate,Res,3,#e377c2,,#1f77b4,#1144a3,0
614,UN1985Res40146,UN,UNGA,1985,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
615,UN1985Res4032,UN,UNGA,1985,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
616,UN1985Res4033,UN,UNGA,1985,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
617,UN1985Res4034,UN,UNGA,1985,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
618,UN1985Res4036,UN,UNGA,1985,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
619,UN1985Res4039,UN,UNGA,1985,Discrimination,Women,Res,6,#d62728,,#1f77b4,#1144a3,0
620,UN1985StandMinRuleJuv,UN,UNGA,1985,Civil,,Guide,4,#1f77b4,,#1f77b4,#1144a3,0
621,UN1986DeclRightDev,UN,UNGA,1986,Community,Develop,Decl,7,#8c564b,,#1f77b4,#1144a3,0
622,UN1986GenComCCPR15,UN,CCPR,1986,Political,Migrate,GenCom,3,#e377c2,,#1f77b4,#2a2a24,3
623,UN1986GenRecCEDAW1,UN,CEDAW,1986,Institution,Women,GenRec,,#9467bd,,#1f77b4,#94290f,3
624,UN1986Res4064G,UN,UNGA,1986,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
625,UN1986Res41108,UN,UNGA,1986,Discrimination,Women,Res,6,#d62728,,#1f77b4,#1144a3,0
626,UN1986Res41120,UN,UNGA,1986,General,General,Res,,#2ca02c,,#1f77b4,#1144a3,0
627,UN1986Res41129,UN,UNGA,1986,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
628,UN1986Res41151,UN,UNGA,1986,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
629,UN1986Res4194,UN,UNGA,1986,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
630,UN1986SocLegPrinChild,UN,UNGA,1986,Discrimination,Children,Res,6,#d62728,,#1f77b4,#1144a3,0
631,UN1987GenRecCEDAW2,UN,CEDAW,1987,Institution,Women,GenRec,,#9467bd,,#1f77b4,#94290f,3
632,UN1987GenRecCEDAW3,UN,CEDAW,1987,Community,Edu,GenRec,7,#8c564b,,#1f77b4,#94290f,3
633,UN1987GenRecCEDAW4,UN,CEDAW,1987,Institution,Women,GenRec,,#9467bd,,#1f77b4,#94290f,3
634,UN1987HRCres12,UN,HRC,1987,NonHR,,Res,,#c7c7c7,,#1f77b4,#7edff1,0
635,UN1987HRCres40,UN,HRC,1987,Institution,,Res,,#9467bd,,#1f77b4,#7edff1,0
636,UN1987Res42105,UN,UNGA,1987,Discrimination,Women,Res,6,#d62728,,#1f77b4,#1144a3,0
637,UN1987Res42116,UN,UNGA,1987,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
638,UN1987Res42140,UN,UNGA,1987,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
639,UN1987Res42183,UN,UNGA,1987,NonHR,NonHR-Environment,Res,,#c7c7c7,,#1f77b4,#1144a3,0
640,UN1987Res4247,UN,UNGA,1987,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
641,UN1987Res4259,UN,UNGA,1987,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
642,UN1987Res4260,UN,UNGA,1987,Discrimination,Women,Res,6,#d62728,,#1f77b4,#1144a3,0
643,UN1988GenComCCPR16,UN,CCPR,1988,Civil,,GenCom,4,#1f77b4,,#1f77b4,#2a2a24,3
644,UN1988GenRecCEDAW5,UN,CEDAW,1988,Institution,Women,GenCom,,#9467bd,,#1f77b4,#94290f,3
645,UN1988GenRecCEDAW6,UN,CEDAW,1988,Institution,Women,GenCom,,#9467bd,,#1f77b4,#94290f,3
646,UN1988GenRecCEDAW7,UN,CEDAW,1988,Institution,Women,GenCom,,#9467bd,,#1f77b4,#94290f,3
647,UN1988GenRecCEDAW8,UN,CEDAW,1988,Institution,Women,GenCom,,#9467bd,,#1f77b4,#94290f,3
648,UN1988HRCres16,UN,HRC,1988,NonHR,,Res,,#c7c7c7,,#1f77b4,#7edff1,0
649,UN1988HRCres72,UN,HRC,1988,Institution,,Res,,#9467bd,,#1f77b4,#7edff1,0
650,UN1988PrincDetention,UN,UNGA,1988,Civil,,Princ,4,#1f77b4,,#1f77b4,#1144a3,0
651,UN1988Res43112,UN,UNGA,1988,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
652,UN1988Res43115,UN,UNGA,1988,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
653,UN1988Res43128,UN,UNGA,1988,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
654,UN1988Res43146,UN,UNGA,1988,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
655,UN1988Res43181,UN,UNGA,1988,EcoSoc,Living,Res,5,#ff7f0e,,#1f77b4,#1144a3,0
656,UN1988Res43212,UN,UNGA,1988,NonHR,NonHR-Environment,Res,,#c7c7c7,,#1f77b4,#1144a3,0
657,UN1988Res4391,UN,UNGA,1988,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
658,UN1988Res4399,UN,UNGA,1988,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
659,UN1989Child,UN,UNGA,1989,Discrimination,Children,Conv,6,#d62728,,#1f77b4,#1144a3,0
660,UN1989ConvMercenaries,UN,UNGA,1989,EcoSoc,,Conv,5,#ff7f0e,,#1f77b4,#1144a3,0
661,UN1989GenComCCPR17,UN,CCPR,1989,Discrimination,Children,GenCom,6,#d62728,,#1f77b4,#2a2a24,3
662,UN1989GenComCCPR18,UN,CCPR,1989,Discrimination,,GenCom,6,#d62728,,#1f77b4,#2a2a24,3
663,UN1989GenComCESCR1,UN,CESCR,1989,Institution,,GenCom,,#9467bd,,#1f77b4,#88540e,3
664,UN1989GenRecCEDAW10,UN,CEDAW,1989,Institution,Women,GenRec,,#9467bd,,#1f77b4,#94290f,3
665,UN1989GenRecCEDAW11,UN,CEDAW,1989,Institution,Women,GenRec,,#9467bd,,#1f77b4,#94290f,3
666,UN1989GenRecCEDAW12,UN,CEDAW,1989,Discrimination,Women,GenRec,6,#d62728,,#1f77b4,#94290f,3
667,UN1989GenRecCEDAW13,UN,CEDAW,1989,EcoSoc,Women,GenRec,5,#ff7f0e,,#1f77b4,#94290f,3
668,UN1989GenRecCEDAW9,UN,CEDAW,1989,Institution,,GenRec,,#9467bd,,#1f77b4,#94290f,3
669,UN1989HRCres13,UN,HRC,1989,General,,Res,,#2ca02c,,#1f77b4,#7edff1,0
670,UN1989HRCres198911,UN,HRC,1989,Discrimination,Living,Res,6,#d62728,,#1f77b4,#7edff1,0
671,UN1989HRCres198957,UN,HRC,1989,NonHR,,Res,,#c7c7c7,,#1f77b4,#7edff1,0
672,UN1989HRCres198979,UN,HRC,1989,NonHR,,Res,,#c7c7c7,,#1f77b4,#7edff1,0
673,UN1989HRCres42,UN,HRC,1989,NonHR,NonHR-Environment,Res,,#c7c7c7,,#1f77b4,#7edff1,0
674,UN1989HRCres52,UN,HRC,1989,Institution,,Res,,#9467bd,,#1f77b4,#7edff1,0
675,UN1989HRCres9,UN,HRC,1989,Discrimination,,Res,6,#d62728,,#1f77b4,#7edff1,0
676,UN1989OP2ICCPR,UN,UNGA,1989,Political,,Prot,3,#e377c2,,#1f77b4,#1144a3,0
677,UN1989Res44155,UN,UNGA,1989,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
678,UN1989Res44226,UN,UNGA,1989,NonHR,NonHR-Environment,Res,,#c7c7c7,,#1f77b4,#1144a3,0
679,UN1989Res44228,UN,UNGA,1989,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
680,UN1989Res4425,UN,UNGA,1989,Discrimination,Children,Res,6,#d62728,,#1f77b4,#1144a3,0
681,UN1989Res4452,UN,UNGA,1989,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
682,UN1989Res4464,UN,UNGA,1989,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
683,UN1989Res4472,UN,UNGA,1989,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
684,UN1989Res4482,UN,UNGA,1989,General,,Res,,#2ca02c,,#1f77b4,#1144a3,0
685,UN1990BasicPrincPrison,UN,UNGA,1990,Civil,,Princ,4,#1f77b4,,#1f77b4,#1144a3,0
686,UN1990GenComCCPR19,UN,CCPR,1990,Political,,GenCom,3,#e377c2,,#1f77b4,#2a2a24,3
687,UN1990GenComCESCR2,UN,CESCR,1990,Institution,,GenCom,,#9467bd,,#1f77b4,#88540e,3
688,UN1990GenComCESCR3,UN,CESCR,1990,Institution,,GenCom,,#9467bd,,#1f77b4,#88540e,3
689,UN1990GenRecCEDAW14,UN,CEDAW,1990,Discrimination,Women,GenRec,6,#d62728,,#1f77b4,#94290f,3
690,UN1990GenRecCEDAW15,UN,CEDAW,1990,EcoSoc,Women,GenRec,6,#d62728,,#1f77b4,#94290f,3
691,UN1990GenRecCERD8,UN,CERD,1990,Discrimination,Race,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
692,UN1990GenRecCERD9,UN,CERD,1990,Discrimination,Race,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
693,UN1990GuideJuvDel,UN,UNGA,1990,Civil,,Guide,4,#1f77b4,,#1f77b4,#1144a3,0
694,UN1990GuideRoleProsec,UN,UNGA,1990,Civil,,Guide,4,#1f77b4,,#1f77b4,#1144a3,0
695,UN1990HRCres199013,UN,HRC,1990,Discrimination,,Res,6,#d62728,,#1f77b4,#7edff1,0
696,UN1990HRCres27,UN,HRC,1990,NonHR,,Res,,#c7c7c7,,#1f77b4,#7edff1,0
697,UN1990HRCres30,UN,HRC,1990,NonHR,,Res,,#c7c7c7,,#1f77b4,#7edff1,0
698,UN1990HRCres34,UN,HRC,1990,NonHR,,Res,,#c7c7c7,,#1f77b4,#7edff1,0
699,UN1990HRCres43,UN,HRC,1990,NonHR,NonHR-Environment,Res,,#c7c7c7,,#1f77b4,#7edff1,0
700,UN1990HRCres51,UN,HRC,1990,NonHR,,Res,,#c7c7c7,,#1f77b4,#7edff1,0
701,UN1990HRCres73,UN,HRC,1990,Institution,,Res,,#9467bd,,#1f77b4,#7edff1,0
702,UN1990IntConvMigWork,UN,UNGA,1990,Political,Migrate,Conv,3,#e377c2,,#1f77b4,#1144a3,0
703,UN1990PrincRoleLawyer,UN,UNGA,1990,Civil,,Princ,4,#1f77b4,,#1f77b4,#1144a3,0
704,UN1990PrincUseForce,UN,UNGA,1990,Civil,,Princ,4,#1f77b4,,#1f77b4,#1144a3,0
705,UN1990Res45105,UN,UNGA,1990,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
706,UN1990Res45106,UN,UNGA,1990,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
707,UN1990Res45108,UN,UNGA,1990,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
708,UN1990Res45111,UN,UNGA,1990,Civil,JustSys,Res,4,#1f77b4,,#1f77b4,#1144a3,0
709,UN1990Res45121,UN,UNGA,1990,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
710,UN1990Res4513,UN,UNGA,1990,NonHR,NonHR-Institutions,Res,,#c7c7c7,,#1f77b4,#1144a3,0
711,UN1990Res45155,UN,UNGA,1990,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
712,UN1990Res45158,UN,UNGA,1990,Political,Migrate,Res,3,#e377c2,,#1f77b4,#1144a3,0
713,UN1990Res45217,UN,UNGA,1990,Discrimination,Children,Res,6,#d62728,,#1f77b4,#1144a3,0
714,UN1990Res4594,UN,UNGA,1990,Political,,Res,3,#e377c2,,#1f77b4,#1144a3,0
715,UN1990RulesProtecJuv,UN,UNGA,1990,Civil,,Guide,4,#1f77b4,,#1f77b4,#1144a3,0
716,UN1990StandMiniTokyo,UN,UNGA,1990,Civil,,Guide,4,#1f77b4,,#1f77b4,#1144a3,0
717,UN1991Dec45428,UN,UNGA,1991,NonHR,,Dec,,#c7c7c7,,#1f77b4,#1144a3,0
718,UN1991GenComCESCR4,UN,CESCR,1991,EcoSoc,,GenCom,5,#ff7f0e,,#1f77b4,#88540e,3
719,UN1991GenRecCEDAW16,UN,CEDAW,1991,EcoSoc,Women,GenRec,5,#ff7f0e,,#1f77b4,#94290f,3
720,UN1991GenRecCEDAW17,UN,CEDAW,1991,EcoSoc,Women,GenRec,5,#ff7f0e,,#1f77b4,#94290f,3
721,UN1991GenRecCEDAW18,UN,CEDAW,1991,Discrimination,Disab,GenRec,6,#d62728,,#1f77b4,#94290f,3
722,UN1991GenRecCERD10,UN,CERD,1991,Institution,Race,GenRec,,#9467bd,,#1f77b4,#bcf8c3,3
723,UN1991HRCres199111,UN,HRC,1991,Discrimination,,Res,6,#d62728,,#1f77b4,#7edff1,0
724,UN1991HRCres199131,UN,HRC,1991,Political,,Res,3,#e377c2,,#1f77b4,#7edff1,0
725,UN1991HRCres27,UN,HRC,1991,Institution,,Res,,#9467bd,,#1f77b4,#7edff1,0
726,UN1991HRCres30,UN,HRC,1991,Institution,,Res,,#9467bd,,#1f77b4,#7edff1,0
727,UN1991HRCres47,UN,HRC,1991,NonHR,NonHR-Environment,Res,,#c7c7c7,,#1f77b4,#7edff1,0
728,UN1991PrincOlder,UN,UNGA,1991,Discrimination,Elderly,Princ,6,#d62728,,#1f77b4,#1144a3,0
729,UN1991PrincProtecMentalIll,UN,UNGA,1991,Discrimination,Disab,Princ,6,#d62728,,#1f77b4,#1144a3,0
730,UN1991Res46114,UN,UNGA,1991,Political,Migrate,Res,3,#e377c2,,#1f77b4,#1144a3,0
731,UN1991Res46119,UN,UNGA,1991,EcoSoc,Living,Res,5,#ff7f0e,,#1f77b4,#1144a3,0
732,UN1991Res46124,UN,UNGA,1991,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
733,UN1991Res46126,UN,UNGA,1991,General,General,Res,,#2ca02c,,#1f77b4,#1144a3,0
734,UN1991Res46152,UN,UNGA,1991,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
735,UN1991Res46153,UN,UNGA,1991,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
736,UN1991Res4685,UN,UNGA,1991,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
737,UN1991Res4691,UN,UNGA,1991,Discrimination,Elderly,Res,6,#d62728,,#1f77b4,#1144a3,0
738,UN1992ActPlanEnvDev,UN,COP,1992,NonHR,NonHR-SustDev,Decl,,#c7c7c7,,#1f77b4,#109917,0
739,UN1992Agenda21,UN,COP,1992,NonHR,NonHR-Environment,Decl,,#c7c7c7,,#1f77b4,#109917,0
740,UN1992BioDiversity,UN,COP,1992,NonHR,,Conv,,#c7c7c7,,#1f77b4,#109917,0
741,UN1992CommissionHRres36,UN,CHR,1992,Civil,Traffick,Res,4,#1f77b4,,#1f77b4,,0
742,UN1992CommissionHRres74,UN,CHR,1992,Discrimination,Children,Res,6,#d62728,,#1f77b4,,0
743,UN1992DeclRightMinority,UN,UNGA,1992,Community,Minority,Decl,7,#8c564b,,#1f77b4,#1144a3,0
744,UN1992GenComCCPR20,UN,CCPR,1992,Civil,,GenCom,4,#1f77b4,,#1f77b4,#2a2a24,3
745,UN1992GenComCCPR21,UN,CCPR,1992,Civil,,GenCom,4,#1f77b4,,#1f77b4,#2a2a24,3
746,UN1992GenRecCEDAW19,UN,CEDAW,1992,Discrimination,Women,GenRec,6,#d62728,,#1f77b4,#94290f,3
747,UN1992GenRecCEDAW20,UN,CEDAW,1992,Discrimination,Women,GenRec,6,#d62728,,#1f77b4,#94290f,3
748,UN1992HRCres199241,UN,HRC,1992,Political,,Res,3,#e377c2,,#1f77b4,#7edff1,0
749,UN1992HRCres19928,UN,HRC,1992,Discrimination,,Res,6,#d62728,,#1f77b4,#7edff1,0
750,UN1992HRCres54,UN,HRC,1992,Institution,,Res,,#9467bd,,#1f77b4,#7edff1,0
751,UN1992Res47110,UN,UNGA,1992,Political,Migrate,Res,3,#e377c2,,#1f77b4,#1144a3,0
752,UN1992Res47111,UN,UNGA,1992,General,Institution,Res,,#2ca02c,,#1f77b4,#1144a3,0
753,UN1992Res47193,UN,UNGA,1992,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#1144a3,0
754,UN1992Res47199,UN,UNGA,1992,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
755,UN1992Res475,UN,UNGA,1992,Discrimination,Elderly,Res,6,#d62728,,#1f77b4,#1144a3,0
756,UN1992Res4777,UN,UNGA,1992,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
757,UN1992Res4789,UN,UNGA,1992,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
758,UN1992Res4791,UN,UNGA,1992,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
759,UN1992RioDeclEnvDev,UN,COP,1992,NonHR,Enviro,Decl,,#c7c7c7,,#1f77b4,#109917,0
760,UN1993DeclElimVAW,UN,UNGA,1993,Discrimination,Women,Decl,6,#d62728,,#1f77b4,#1144a3,0
761,UN1993GenComCCPR22,UN,CCPR,1993,Civil,Discrimination,GenCom,4,#1f77b4,,#1f77b4,#bcf8c3,3
762,UN1993GenRecCERD11,UN,CERD,1993,Discrimination,Race,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
763,UN1993GenRecCERD12,UN,CERD,1993,Discrimination,Race,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
764,UN1993GenRecCERD13,UN,CERD,1993,Discrimination,Race,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
765,UN1993GenRecCERD14,UN,CERD,1993,Discrimination,Race,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
766,UN1993GenRecCERD15,UN,CERD,1993,Discrimination,Race,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
